,시도명,시군구명,년,월,구분,count,mean,거래날짜,타입
1396,부산광역시,북구,2021,06,월세,163,5401,2021-06-01,apt
1397,부산광역시,북구,2021,06,전세,331,22551,2021-06-01,apt
1398,부산광역시,북구,2021,07,월세,150,5441,2021-07-01,apt
1399,부산광역시,북구,2021,07,전세,330,24111,2021-07-01,apt
1400,부산광역시,사상구,2021,01,월세,90,3557,2021-01-01,apt
1401,부산광역시,사상구,2021,01,전세,156,15318,2021-01-01,apt
1402,부산광역시,사상구,2021,02,월세,73,3797,2021-02-01,apt
1403,부산광역시,사상구,2021,02,전세,140,14829,2021-02-01,apt
1404,부산광역시,사상구,2021,03,월세,79,3642,2021-03-01,apt
1405,부산광역시,사상구,2021,03,전세,164,14495,2021-03-01,apt
1406,부산광역시,사상구,2021,04,월세,87,4844,2021-04-01,apt
1407,부산광역시,사상구,2021,04,전세,143,14919,2021-04-01,apt
1408,부산광역시,사상구,2021,05,월세,168,2936,2021-05-01,apt
1409,부산광역시,사상구,2021,05,전세,124,15008,2021-05-01,apt
1410,부산광역시,사상구,2021,06,월세,140,2895,2021-06-01,apt
1411,부산광역시,사상구,2021,06,전세,157,15895,2021-06-01,apt
1412,부산광역시,사상구,2021,07,월세,84,3778,2021-07-01,apt
1413,부산광역시,사상구,2021,07,전세,139,15945,2021-07-01,apt
1414,부산광역시,사하구,2021,01,월세,123,6563,2021-01-01,apt
1415,부산광역시,사하구,2021,01,전세,244,17636,2021-01-01,apt
1416,부산광역시,사하구,2021,02,월세,138,5400,2021-02-01,apt
1417,부산광역시,사하구,2021,02,전세,219,16463,2021-02-01,apt
1418,부산광역시,사하구,2021,03,월세,162,5760,2021-03-01,apt
1419,부산광역시,사하구,2021,03,전세,299,16263,2021-03-01,apt
1420,부산광역시,사하구,2021,04,월세,142,6921,2021-04-01,apt
1421,부산광역시,사하구,2021,04,전세,257,16459,2021-04-01,apt
1422,부산광역시,사하구,2021,05,월세,163,6422,2021-05-01,apt
1423,부산광역시,사하구,2021,05,전세,230,15348,2021-05-01,apt
1424,부산광역시,사하구,2021,06,월세,176,6414,2021-06-01,apt
1425,부산광역시,사하구,2021,06,전세,286,16287,2021-06-01,apt
1426,부산광역시,사하구,2021,07,월세,189,6036,2021-07-01,apt
1427,부산광역시,사하구,2021,07,전세,281,14851,2021-07-01,apt
1428,부산광역시,서구,2021,01,월세,25,6343,2021-01-01,apt
1429,부산광역시,서구,2021,01,전세,52,21279,2021-01-01,apt
1430,부산광역시,서구,2021,02,월세,33,4679,2021-02-01,apt
1431,부산광역시,서구,2021,02,전세,55,23945,2021-02-01,apt
1432,부산광역시,서구,2021,03,월세,29,5664,2021-03-01,apt
1433,부산광역시,서구,2021,03,전세,63,24371,2021-03-01,apt
1434,부산광역시,서구,2021,04,월세,17,7092,2021-04-01,apt
1435,부산광역시,서구,2021,04,전세,47,25031,2021-04-01,apt
1436,부산광역시,서구,2021,05,월세,19,5077,2021-05-01,apt
1437,부산광역시,서구,2021,05,전세,34,30027,2021-05-01,apt
1438,부산광역시,서구,2021,06,월세,18,3901,2021-06-01,apt
1439,부산광역시,서구,2021,06,전세,61,24479,2021-06-01,apt
1440,부산광역시,서구,2021,07,월세,20,5464,2021-07-01,apt
1441,부산광역시,서구,2021,07,전세,44,27967,2021-07-01,apt
1442,부산광역시,수영구,2021,01,월세,68,4084,2021-01-01,apt
1443,부산광역시,수영구,2021,01,전세,138,26417,2021-01-01,apt
1444,부산광역시,수영구,2021,02,월세,66,5679,2021-02-01,apt
1445,부산광역시,수영구,2021,02,전세,134,26195,2021-02-01,apt
1446,부산광역시,수영구,2021,03,월세,72,6709,2021-03-01,apt
1447,부산광역시,수영구,2021,03,전세,163,27210,2021-03-01,apt
1448,부산광역시,수영구,2021,04,월세,78,6730,2021-04-01,apt
1449,부산광역시,수영구,2021,04,전세,129,27929,2021-04-01,apt
1450,부산광역시,수영구,2021,05,월세,84,7381,2021-05-01,apt
1451,부산광역시,수영구,2021,05,전세,189,29947,2021-05-01,apt
1452,부산광역시,수영구,2021,06,월세,100,4720,2021-06-01,apt
1453,부산광역시,수영구,2021,06,전세,185,29065,2021-06-01,apt
1454,부산광역시,수영구,2021,07,월세,93,5779,2021-07-01,apt
1455,부산광역시,수영구,2021,07,전세,179,29772,2021-07-01,apt
1456,부산광역시,연제구,2021,01,월세,71,5984,2021-01-01,apt
1457,부산광역시,연제구,2021,01,전세,205,27244,2021-01-01,apt
1458,부산광역시,연제구,2021,02,월세,89,6624,2021-02-01,apt
1459,부산광역시,연제구,2021,02,전세,198,26196,2021-02-01,apt
1460,부산광역시,연제구,2021,03,월세,91,6453,2021-03-01,apt
1461,부산광역시,연제구,2021,03,전세,181,27870,2021-03-01,apt
1462,부산광역시,연제구,2021,04,월세,70,6749,2021-04-01,apt
1463,부산광역시,연제구,2021,04,전세,163,27991,2021-04-01,apt
1464,부산광역시,연제구,2021,05,월세,60,8630,2021-05-01,apt
1465,부산광역시,연제구,2021,05,전세,161,29959,2021-05-01,apt
1466,부산광역시,연제구,2021,06,월세,69,5008,2021-06-01,apt
1467,부산광역시,연제구,2021,06,전세,216,29342,2021-06-01,apt
1468,부산광역시,연제구,2021,07,월세,77,8275,2021-07-01,apt
1469,부산광역시,연제구,2021,07,전세,163,32179,2021-07-01,apt
1470,부산광역시,영도구,2021,01,월세,25,2495,2021-01-01,apt
1471,부산광역시,영도구,2021,01,전세,75,13780,2021-01-01,apt
1472,부산광역시,영도구,2021,02,월세,26,3613,2021-02-01,apt
1473,부산광역시,영도구,2021,02,전세,75,15225,2021-02-01,apt
1474,부산광역시,영도구,2021,03,월세,26,2714,2021-03-01,apt
1475,부산광역시,영도구,2021,03,전세,91,16682,2021-03-01,apt
1476,부산광역시,영도구,2021,04,월세,28,3571,2021-04-01,apt
1477,부산광역시,영도구,2021,04,전세,92,17384,2021-04-01,apt
1478,부산광역시,영도구,2021,05,월세,42,4156,2021-05-01,apt
1479,부산광역시,영도구,2021,05,전세,100,18825,2021-05-01,apt
1480,부산광역시,영도구,2021,06,월세,55,3469,2021-06-01,apt
1481,부산광역시,영도구,2021,06,전세,128,18563,2021-06-01,apt
1482,부산광역시,영도구,2021,07,월세,40,3463,2021-07-01,apt
1483,부산광역시,영도구,2021,07,전세,134,18064,2021-07-01,apt
1484,부산광역시,중구,2021,01,월세,9,3866,2021-01-01,apt
1485,부산광역시,중구,2021,01,전세,9,17055,2021-01-01,apt
1486,부산광역시,중구,2021,02,월세,14,1621,2021-02-01,apt
1487,부산광역시,중구,2021,02,전세,11,14581,2021-02-01,apt
1488,부산광역시,중구,2021,03,월세,6,4750,2021-03-01,apt
1489,부산광역시,중구,2021,03,전세,16,19487,2021-03-01,apt
1490,부산광역시,중구,2021,04,월세,7,1085,2021-04-01,apt
1491,부산광역시,중구,2021,04,전세,10,12800,2021-04-01,apt
1492,부산광역시,중구,2021,05,월세,3,1166,2021-05-01,apt
1493,부산광역시,중구,2021,05,전세,13,17538,2021-05-01,apt
1494,부산광역시,중구,2021,06,월세,25,6192,2021-06-01,apt
1495,부산광역시,중구,2021,06,전세,21,23333,2021-06-01,apt
1496,부산광역시,중구,2021,07,월세,9,2511,2021-07-01,apt
1497,부산광역시,중구,2021,07,전세,20,23375,2021-07-01,apt
1498,부산광역시,해운대구,2021,01,월세,211,6402,2021-01-01,apt
1499,부산광역시,해운대구,2021,01,전세,477,27153,2021-01-01,apt
1500,부산광역시,해운대구,2021,02,월세,198,6213,2021-02-01,apt
1501,부산광역시,해운대구,2021,02,전세,454,28374,2021-02-01,apt
1502,부산광역시,해운대구,2021,03,월세,213,5831,2021-03-01,apt
1503,부산광역시,해운대구,2021,03,전세,453,26618,2021-03-01,apt
1504,부산광역시,해운대구,2021,04,월세,184,6397,2021-04-01,apt
1505,부산광역시,해운대구,2021,04,전세,438,27953,2021-04-01,apt
1506,부산광역시,해운대구,2021,05,월세,233,5200,2021-05-01,apt
1507,부산광역시,해운대구,2021,05,전세,437,28662,2021-05-01,apt
1508,부산광역시,해운대구,2021,06,월세,306,6667,2021-06-01,apt
1509,부산광역시,해운대구,2021,06,전세,490,30916,2021-06-01,apt
1510,부산광역시,해운대구,2021,07,월세,278,6519,2021-07-01,apt
1511,부산광역시,해운대구,2021,07,전세,506,30102,2021-07-01,apt
1512,서울특별시,강남구,2021,01,월세,529,43900,2021-01-01,apt
1513,서울특별시,강남구,2021,01,전세,843,86317,2021-01-01,apt
1514,서울특별시,강남구,2021,02,월세,436,40381,2021-02-01,apt
1515,서울특별시,강남구,2021,02,전세,771,83123,2021-02-01,apt
1516,서울특별시,강남구,2021,03,월세,428,39954,2021-03-01,apt
1517,서울특별시,강남구,2021,03,전세,760,80821,2021-03-01,apt
1518,서울특별시,강남구,2021,04,월세,478,35989,2021-04-01,apt
1519,서울특별시,강남구,2021,04,전세,675,79847,2021-04-01,apt
1520,서울특별시,강남구,2021,05,월세,617,42573,2021-05-01,apt
1521,서울특별시,강남구,2021,05,전세,975,89167,2021-05-01,apt
1522,서울특별시,강남구,2021,06,월세,959,35878,2021-06-01,apt
1523,서울특별시,강남구,2021,06,전세,962,86356,2021-06-01,apt
1524,서울특별시,강남구,2021,07,월세,727,47921,2021-07-01,apt
1525,서울특별시,강남구,2021,07,전세,960,88176,2021-07-01,apt
1526,서울특별시,강동구,2021,01,월세,470,15008,2021-01-01,apt
1527,서울특별시,강동구,2021,01,전세,494,51129,2021-01-01,apt
1528,서울특별시,강동구,2021,02,월세,268,20410,2021-02-01,apt
1529,서울특별시,강동구,2021,02,전세,534,48324,2021-02-01,apt
1530,서울특별시,강동구,2021,03,월세,455,13440,2021-03-01,apt
1531,서울특별시,강동구,2021,03,전세,954,37443,2021-03-01,apt
1532,서울특별시,강동구,2021,04,월세,581,9123,2021-04-01,apt
1533,서울특별시,강동구,2021,04,전세,521,49354,2021-04-01,apt
1534,서울특별시,강동구,2021,05,월세,322,15975,2021-05-01,apt
1535,서울특별시,강동구,2021,05,전세,824,42555,2021-05-01,apt
1536,서울특별시,강동구,2021,06,월세,1091,11164,2021-06-01,apt
1537,서울특별시,강동구,2021,06,전세,914,44289,2021-06-01,apt
1538,서울특별시,강동구,2021,07,월세,378,18254,2021-07-01,apt
1539,서울특별시,강동구,2021,07,전세,830,49138,2021-07-01,apt
1540,서울특별시,강북구,2021,01,월세,43,9196,2021-01-01,apt
1541,서울특별시,강북구,2021,01,전세,127,36037,2021-01-01,apt
1542,서울특별시,강북구,2021,02,월세,46,9576,2021-02-01,apt
1543,서울특별시,강북구,2021,02,전세,124,35841,2021-02-01,apt
1544,서울특별시,강북구,2021,03,월세,58,11518,2021-03-01,apt
1545,서울특별시,강북구,2021,03,전세,148,37011,2021-03-01,apt
1546,서울특별시,강북구,2021,04,월세,40,12062,2021-04-01,apt
1547,서울특별시,강북구,2021,04,전세,111,38543,2021-04-01,apt
1548,서울특별시,강북구,2021,05,월세,50,9357,2021-05-01,apt
1549,서울특별시,강북구,2021,05,전세,140,40098,2021-05-01,apt
1550,서울특별시,강북구,2021,06,월세,61,9379,2021-06-01,apt
1551,서울특별시,강북구,2021,06,전세,146,37760,2021-06-01,apt
1552,서울특별시,강북구,2021,07,월세,215,5846,2021-07-01,apt
1553,서울특별시,강북구,2021,07,전세,179,37142,2021-07-01,apt
1554,서울특별시,강서구,2021,01,월세,289,11726,2021-01-01,apt
1555,서울특별시,강서구,2021,01,전세,607,40509,2021-01-01,apt
1556,서울특별시,강서구,2021,02,월세,312,11074,2021-02-01,apt
1557,서울특별시,강서구,2021,02,전세,659,37737,2021-02-01,apt
1558,서울특별시,강서구,2021,03,월세,287,14198,2021-03-01,apt
1559,서울특별시,강서구,2021,03,전세,700,40831,2021-03-01,apt
1560,서울특별시,강서구,2021,04,월세,918,7862,2021-04-01,apt
1561,서울특별시,강서구,2021,04,전세,706,39029,2021-04-01,apt
1562,서울특별시,강서구,2021,05,월세,265,16696,2021-05-01,apt
1563,서울특별시,강서구,2021,05,전세,806,41120,2021-05-01,apt
1564,서울특별시,강서구,2021,06,월세,394,13476,2021-06-01,apt
1565,서울특별시,강서구,2021,06,전세,853,40528,2021-06-01,apt
1566,서울특별시,강서구,2021,07,월세,357,13164,2021-07-01,apt
1567,서울특별시,강서구,2021,07,전세,851,40116,2021-07-01,apt
1568,서울특별시,관악구,2021,01,월세,202,10848,2021-01-01,apt
1569,서울특별시,관악구,2021,01,전세,272,40988,2021-01-01,apt
1570,서울특별시,관악구,2021,02,월세,156,11789,2021-02-01,apt
1571,서울특별시,관악구,2021,02,전세,233,41320,2021-02-01,apt
1572,서울특별시,관악구,2021,03,월세,182,12099,2021-03-01,apt
1573,서울특별시,관악구,2021,03,전세,267,42116,2021-03-01,apt
1574,서울특별시,관악구,2021,04,월세,135,10514,2021-04-01,apt
1575,서울특별시,관악구,2021,04,전세,212,41416,2021-04-01,apt
1576,서울특별시,관악구,2021,05,월세,183,12691,2021-05-01,apt
1577,서울특별시,관악구,2021,05,전세,284,43659,2021-05-01,apt
1578,서울특별시,관악구,2021,06,월세,183,12302,2021-06-01,apt
1579,서울특별시,관악구,2021,06,전세,322,46794,2021-06-01,apt
1580,서울특별시,관악구,2021,07,월세,239,13083,2021-07-01,apt
1581,서울특별시,관악구,2021,07,전세,355,45209,2021-07-01,apt
1582,서울특별시,광진구,2021,01,월세,84,22692,2021-01-01,apt
1583,서울특별시,광진구,2021,01,전세,199,57696,2021-01-01,apt
1584,서울특별시,광진구,2021,02,월세,97,24110,2021-02-01,apt
1585,서울특별시,광진구,2021,02,전세,188,57880,2021-02-01,apt
1586,서울특별시,광진구,2021,03,월세,70,26475,2021-03-01,apt
1587,서울특별시,광진구,2021,03,전세,181,59402,2021-03-01,apt
1588,서울특별시,광진구,2021,04,월세,60,24844,2021-04-01,apt
1589,서울특별시,광진구,2021,04,전세,163,60775,2021-04-01,apt
1590,서울특별시,광진구,2021,05,월세,78,29173,2021-05-01,apt
1591,서울특별시,광진구,2021,05,전세,218,60892,2021-05-01,apt
1592,서울특별시,광진구,2021,06,월세,105,24438,2021-06-01,apt
1593,서울특별시,광진구,2021,06,전세,213,64420,2021-06-01,apt
1594,서울특별시,광진구,2021,07,월세,120,28491,2021-07-01,apt
1595,서울특별시,광진구,2021,07,전세,246,62513,2021-07-01,apt
1596,서울특별시,구로구,2021,01,월세,806,16790,2021-01-01,apt
1597,서울특별시,구로구,2021,01,전세,376,35098,2021-01-01,apt
1598,서울특별시,구로구,2021,02,월세,286,13963,2021-02-01,apt
1599,서울특별시,구로구,2021,02,전세,370,35516,2021-02-01,apt
1600,서울특별시,구로구,2021,03,월세,251,10048,2021-03-01,apt
1601,서울특별시,구로구,2021,03,전세,410,36073,2021-03-01,apt
1602,서울특별시,구로구,2021,04,월세,183,11492,2021-04-01,apt
1603,서울특별시,구로구,2021,04,전세,339,35716,2021-04-01,apt
1604,서울특별시,구로구,2021,05,월세,175,10533,2021-05-01,apt
1605,서울특별시,구로구,2021,05,전세,422,38563,2021-05-01,apt
1606,서울특별시,구로구,2021,06,월세,211,14238,2021-06-01,apt
1607,서울특별시,구로구,2021,06,전세,397,36628,2021-06-01,apt
1608,서울특별시,구로구,2021,07,월세,254,11956,2021-07-01,apt
1609,서울특별시,구로구,2021,07,전세,449,38647,2021-07-01,apt
1610,서울특별시,금천구,2021,01,월세,61,9970,2021-01-01,apt
1611,서울특별시,금천구,2021,01,전세,175,32646,2021-01-01,apt
1612,서울특별시,금천구,2021,02,월세,43,9606,2021-02-01,apt
1613,서울특별시,금천구,2021,02,전세,138,31899,2021-02-01,apt
1614,서울특별시,금천구,2021,03,월세,395,19559,2021-03-01,apt
1615,서울특별시,금천구,2021,03,전세,160,31458,2021-03-01,apt
1616,서울특별시,금천구,2021,04,월세,476,19403,2021-04-01,apt
1617,서울특별시,금천구,2021,04,전세,140,30752,2021-04-01,apt
1618,서울특별시,금천구,2021,05,월세,322,18996,2021-05-01,apt
1619,서울특별시,금천구,2021,05,전세,148,32834,2021-05-01,apt
1620,서울특별시,금천구,2021,06,월세,378,18880,2021-06-01,apt
1621,서울특별시,금천구,2021,06,전세,158,32610,2021-06-01,apt
1622,서울특별시,금천구,2021,07,월세,234,16288,2021-07-01,apt
1623,서울특별시,금천구,2021,07,전세,159,36008,2021-07-01,apt
1624,서울특별시,노원구,2021,01,월세,346,8119,2021-01-01,apt
1625,서울특별시,노원구,2021,01,전세,917,30134,2021-01-01,apt
1626,서울특별시,노원구,2021,02,월세,366,9238,2021-02-01,apt
1627,서울특별시,노원구,2021,02,전세,804,30655,2021-02-01,apt
1628,서울특별시,노원구,2021,03,월세,417,9019,2021-03-01,apt
1629,서울특별시,노원구,2021,03,전세,943,29012,2021-03-01,apt
1630,서울특별시,노원구,2021,04,월세,341,6825,2021-04-01,apt
1631,서울특별시,노원구,2021,04,전세,782,28706,2021-04-01,apt
1632,서울특별시,노원구,2021,05,월세,367,8250,2021-05-01,apt
1633,서울특별시,노원구,2021,05,전세,882,29322,2021-05-01,apt
1634,서울특별시,노원구,2021,06,월세,466,7800,2021-06-01,apt
1635,서울특별시,노원구,2021,06,전세,964,30273,2021-06-01,apt
1636,서울특별시,노원구,2021,07,월세,557,8469,2021-07-01,apt
1637,서울특별시,노원구,2021,07,전세,1049,30927,2021-07-01,apt
1638,서울특별시,도봉구,2021,01,월세,101,7234,2021-01-01,apt
1639,서울특별시,도봉구,2021,01,전세,293,29967,2021-01-01,apt
1640,서울특별시,도봉구,2021,02,월세,110,6667,2021-02-01,apt
1641,서울특별시,도봉구,2021,02,전세,277,28641,2021-02-01,apt
1642,서울특별시,도봉구,2021,03,월세,151,7882,2021-03-01,apt
1643,서울특별시,도봉구,2021,03,전세,320,28454,2021-03-01,apt
1644,서울특별시,도봉구,2021,04,월세,105,6333,2021-04-01,apt
1645,서울특별시,도봉구,2021,04,전세,305,29366,2021-04-01,apt
1646,서울특별시,도봉구,2021,05,월세,120,7002,2021-05-01,apt
1647,서울특별시,도봉구,2021,05,전세,376,29773,2021-05-01,apt
1648,서울특별시,도봉구,2021,06,월세,153,9486,2021-06-01,apt
1649,서울특별시,도봉구,2021,06,전세,353,28324,2021-06-01,apt
1650,서울특별시,도봉구,2021,07,월세,154,7993,2021-07-01,apt
1651,서울특별시,도봉구,2021,07,전세,421,30290,2021-07-01,apt
1652,서울특별시,동대문구,2021,01,월세,231,11541,2021-01-01,apt
1653,서울특별시,동대문구,2021,01,전세,366,42421,2021-01-01,apt
1654,서울특별시,동대문구,2021,02,월세,205,14378,2021-02-01,apt
1655,서울특별시,동대문구,2021,02,전세,368,40201,2021-02-01,apt
1656,서울특별시,동대문구,2021,03,월세,212,13898,2021-03-01,apt
1657,서울특별시,동대문구,2021,03,전세,388,42802,2021-03-01,apt
1658,서울특별시,동대문구,2021,04,월세,156,13848,2021-04-01,apt
1659,서울특별시,동대문구,2021,04,전세,307,42199,2021-04-01,apt
1660,서울특별시,동대문구,2021,05,월세,195,13482,2021-05-01,apt
1661,서울특별시,동대문구,2021,05,전세,375,44295,2021-05-01,apt
1662,서울특별시,동대문구,2021,06,월세,233,14149,2021-06-01,apt
1663,서울특별시,동대문구,2021,06,전세,357,45839,2021-06-01,apt
1664,서울특별시,동대문구,2021,07,월세,331,10515,2021-07-01,apt
1665,서울특별시,동대문구,2021,07,전세,362,46142,2021-07-01,apt
1666,서울특별시,동작구,2021,01,월세,252,23160,2021-01-01,apt
1667,서울특별시,동작구,2021,01,전세,450,56864,2021-01-01,apt
1668,서울특별시,동작구,2021,02,월세,202,23452,2021-02-01,apt
1669,서울특별시,동작구,2021,02,전세,398,57234,2021-02-01,apt
1670,서울특별시,동작구,2021,03,월세,193,23789,2021-03-01,apt
1671,서울특별시,동작구,2021,03,전세,451,56185,2021-03-01,apt
1672,서울특별시,동작구,2021,04,월세,151,25494,2021-04-01,apt
1673,서울특별시,동작구,2021,04,전세,403,60224,2021-04-01,apt
1674,서울특별시,동작구,2021,05,월세,242,30064,2021-05-01,apt
1675,서울특별시,동작구,2021,05,전세,565,67303,2021-05-01,apt
1676,서울특별시,동작구,2021,06,월세,248,23505,2021-06-01,apt
1677,서울특별시,동작구,2021,06,전세,425,61131,2021-06-01,apt
1678,서울특별시,동작구,2021,07,월세,247,23061,2021-07-01,apt
1679,서울특별시,동작구,2021,07,전세,417,60649,2021-07-01,apt
1680,서울특별시,마포구,2021,01,월세,294,20077,2021-01-01,apt
1681,서울특별시,마포구,2021,01,전세,498,55405,2021-01-01,apt
1682,서울특별시,마포구,2021,02,월세,250,22654,2021-02-01,apt
1683,서울특별시,마포구,2021,02,전세,401,57236,2021-02-01,apt
1684,서울특별시,마포구,2021,03,월세,277,17616,2021-03-01,apt
1685,서울특별시,마포구,2021,03,전세,486,59048,2021-03-01,apt
1686,서울특별시,마포구,2021,04,월세,249,23614,2021-04-01,apt
1687,서울특별시,마포구,2021,04,전세,415,60399,2021-04-01,apt
1688,서울특별시,마포구,2021,05,월세,279,23480,2021-05-01,apt
1689,서울특별시,마포구,2021,05,전세,508,59367,2021-05-01,apt
1690,서울특별시,마포구,2021,06,월세,413,20206,2021-06-01,apt
1691,서울특별시,마포구,2021,06,전세,538,61773,2021-06-01,apt
1692,서울특별시,마포구,2021,07,월세,420,17229,2021-07-01,apt
1693,서울특별시,마포구,2021,07,전세,532,61237,2021-07-01,apt
1694,서울특별시,서대문구,2021,01,월세,163,17773,2021-01-01,apt
1695,서울특별시,서대문구,2021,01,전세,323,47680,2021-01-01,apt
1696,서울특별시,서대문구,2021,02,월세,133,17727,2021-02-01,apt
1697,서울특별시,서대문구,2021,02,전세,264,49134,2021-02-01,apt
1698,서울특별시,서대문구,2021,03,월세,131,16054,2021-03-01,apt
1699,서울특별시,서대문구,2021,03,전세,313,49147,2021-03-01,apt
1700,서울특별시,서대문구,2021,04,월세,89,16702,2021-04-01,apt
1701,서울특별시,서대문구,2021,04,전세,249,49426,2021-04-01,apt
1702,서울특별시,서대문구,2021,05,월세,131,16240,2021-05-01,apt
1703,서울특별시,서대문구,2021,05,전세,271,52021,2021-05-01,apt
1704,서울특별시,서대문구,2021,06,월세,189,17204,2021-06-01,apt
1705,서울특별시,서대문구,2021,06,전세,330,50068,2021-06-01,apt
1706,서울특별시,서대문구,2021,07,월세,177,14150,2021-07-01,apt
1707,서울특별시,서대문구,2021,07,전세,328,50897,2021-07-01,apt
1708,서울특별시,서초구,2021,01,월세,368,39135,2021-01-01,apt
1709,서울특별시,서초구,2021,01,전세,618,86903,2021-01-01,apt
1710,서울특별시,서초구,2021,02,월세,317,43307,2021-02-01,apt
1711,서울특별시,서초구,2021,02,전세,553,80640,2021-02-01,apt
1712,서울특별시,서초구,2021,03,월세,435,32627,2021-03-01,apt
1713,서울특별시,서초구,2021,03,전세,682,71934,2021-03-01,apt
1714,서울특별시,서초구,2021,04,월세,380,41386,2021-04-01,apt
1715,서울특별시,서초구,2021,04,전세,573,83932,2021-04-01,apt
1716,서울특별시,서초구,2021,05,월세,554,51096,2021-05-01,apt
1717,서울특별시,서초구,2021,05,전세,897,102817,2021-05-01,apt
1718,서울특별시,서초구,2021,06,월세,733,35654,2021-06-01,apt
1719,서울특별시,서초구,2021,06,전세,728,88273,2021-06-01,apt
1720,서울특별시,서초구,2021,07,월세,535,44409,2021-07-01,apt
1721,서울특별시,서초구,2021,07,전세,604,94799,2021-07-01,apt
1722,서울특별시,성동구,2021,01,월세,297,28850,2021-01-01,apt
1723,서울특별시,성동구,2021,01,전세,479,65252,2021-01-01,apt
1724,서울특별시,성동구,2021,02,월세,259,25819,2021-02-01,apt
1725,서울특별시,성동구,2021,02,전세,404,62974,2021-02-01,apt
1726,서울특별시,성동구,2021,03,월세,238,24586,2021-03-01,apt
1727,서울특별시,성동구,2021,03,전세,474,63434,2021-03-01,apt
1728,서울특별시,성동구,2021,04,월세,167,27895,2021-04-01,apt
1729,서울특별시,성동구,2021,04,전세,377,62284,2021-04-01,apt
1730,서울특별시,성동구,2021,05,월세,237,25814,2021-05-01,apt
1731,서울특별시,성동구,2021,05,전세,474,63322,2021-05-01,apt
1732,서울특별시,성동구,2021,06,월세,235,25033,2021-06-01,apt
1733,서울특별시,성동구,2021,06,전세,512,66238,2021-06-01,apt
1734,서울특별시,성동구,2021,07,월세,313,26324,2021-07-01,apt
1735,서울특별시,성동구,2021,07,전세,512,62776,2021-07-01,apt
1736,서울특별시,성북구,2021,01,월세,219,15334,2021-01-01,apt
1737,서울특별시,성북구,2021,01,전세,458,44837,2021-01-01,apt
1738,서울특별시,성북구,2021,02,월세,265,12502,2021-02-01,apt
1739,서울특별시,성북구,2021,02,전세,496,44532,2021-02-01,apt
1740,서울특별시,성북구,2021,03,월세,208,13938,2021-03-01,apt
1741,서울특별시,성북구,2021,03,전세,589,45718,2021-03-01,apt
1742,서울특별시,성북구,2021,04,월세,217,14739,2021-04-01,apt
1743,서울특별시,성북구,2021,04,전세,390,44897,2021-04-01,apt
1744,서울특별시,성북구,2021,05,월세,179,14617,2021-05-01,apt
1745,서울특별시,성북구,2021,05,전세,474,46612,2021-05-01,apt
1746,서울특별시,성북구,2021,06,월세,213,16241,2021-06-01,apt
1747,서울특별시,성북구,2021,06,전세,453,45843,2021-06-01,apt
1748,서울특별시,성북구,2021,07,월세,314,11267,2021-07-01,apt
1749,서울특별시,성북구,2021,07,전세,557,45160,2021-07-01,apt
1750,서울특별시,송파구,2021,01,월세,594,32651,2021-01-01,apt
1751,서울특별시,송파구,2021,01,전세,1040,69152,2021-01-01,apt
1752,서울특별시,송파구,2021,02,월세,477,32714,2021-02-01,apt
1753,서울특별시,송파구,2021,02,전세,958,65173,2021-02-01,apt
1754,서울특별시,송파구,2021,03,월세,503,32936,2021-03-01,apt
1755,서울특별시,송파구,2021,03,전세,973,66940,2021-03-01,apt
1756,서울특별시,송파구,2021,04,월세,463,31083,2021-04-01,apt
1757,서울특별시,송파구,2021,04,전세,914,63424,2021-04-01,apt
1758,서울특별시,송파구,2021,05,월세,622,28680,2021-05-01,apt
1759,서울특별시,송파구,2021,05,전세,945,70532,2021-05-01,apt
1760,서울특별시,송파구,2021,06,월세,522,32351,2021-06-01,apt
1761,서울특별시,송파구,2021,06,전세,905,67792,2021-06-01,apt
1762,서울특별시,송파구,2021,07,월세,628,30528,2021-07-01,apt
1763,서울특별시,송파구,2021,07,전세,929,67446,2021-07-01,apt
1764,서울특별시,양천구,2021,01,월세,186,27696,2021-01-01,apt
1765,서울특별시,양천구,2021,01,전세,578,53846,2021-01-01,apt
1766,서울특별시,양천구,2021,02,월세,171,28357,2021-02-01,apt
1767,서울특별시,양천구,2021,02,전세,542,52794,2021-02-01,apt
1768,서울특별시,양천구,2021,03,월세,169,25302,2021-03-01,apt
1769,서울특별시,양천구,2021,03,전세,519,51469,2021-03-01,apt
1770,서울특별시,양천구,2021,04,월세,418,13009,2021-04-01,apt
1771,서울특별시,양천구,2021,04,전세,496,49713,2021-04-01,apt
1772,서울특별시,양천구,2021,05,월세,236,24602,2021-05-01,apt
1773,서울특별시,양천구,2021,05,전세,636,55544,2021-05-01,apt
1774,서울특별시,양천구,2021,06,월세,367,18975,2021-06-01,apt
1775,서울특별시,양천구,2021,06,전세,588,48367,2021-06-01,apt
1776,서울특별시,양천구,2021,07,월세,329,21290,2021-07-01,apt
1777,서울특별시,양천구,2021,07,전세,631,53818,2021-07-01,apt
1778,서울특별시,영등포구,2021,01,월세,225,16467,2021-01-01,apt
1779,서울특별시,영등포구,2021,01,전세,383,50543,2021-01-01,apt
1780,서울특별시,영등포구,2021,02,월세,202,15101,2021-02-01,apt
1781,서울특별시,영등포구,2021,02,전세,385,47504,2021-02-01,apt
1782,서울특별시,영등포구,2021,03,월세,194,14682,2021-03-01,apt
