,시도명,시군구명,동리명,년,월,구분,count,mean,거래날짜,타입
0,경기도,가평군,가평읍 달전리,2021,01,월세,2,2500,2021-01-01,apt
1,경기도,가평군,가평읍 달전리,2021,02,전세,2,5250,2021-02-01,apt
2,경기도,가평군,가평읍 달전리,2021,03,월세,1,2000,2021-03-01,apt
3,경기도,가평군,가평읍 달전리,2021,04,전세,2,5375,2021-04-01,apt
4,경기도,가평군,가평읍 달전리,2021,05,월세,2,3050,2021-05-01,apt
5,경기도,가평군,가평읍 달전리,2021,05,전세,1,15500,2021-05-01,apt
6,경기도,가평군,가평읍 달전리,2021,06,월세,1,1000,2021-06-01,apt
7,경기도,가평군,가평읍 달전리,2021,07,월세,2,500,2021-07-01,apt
8,경기도,가평군,가평읍 대곡리,2021,01,전세,3,18833,2021-01-01,apt
9,경기도,가평군,가평읍 대곡리,2021,02,월세,1,500,2021-02-01,apt
10,경기도,가평군,가평읍 대곡리,2021,02,전세,1,15000,2021-02-01,apt
11,경기도,가평군,가평읍 대곡리,2021,03,월세,2,3000,2021-03-01,apt
12,경기도,가평군,가평읍 대곡리,2021,03,전세,3,10166,2021-03-01,apt
13,경기도,가평군,가평읍 대곡리,2021,04,월세,1,1000,2021-04-01,apt
14,경기도,가평군,가평읍 대곡리,2021,04,전세,2,18000,2021-04-01,apt
15,경기도,가평군,가평읍 대곡리,2021,05,전세,1,16000,2021-05-01,apt
16,경기도,가평군,가평읍 읍내리,2021,01,월세,6,3695,2021-01-01,apt
17,경기도,가평군,가평읍 읍내리,2021,02,월세,4,1321,2021-02-01,apt
18,경기도,가평군,가평읍 읍내리,2021,02,전세,1,9000,2021-02-01,apt
19,경기도,가평군,가평읍 읍내리,2021,03,월세,1,1601,2021-03-01,apt
20,경기도,가평군,가평읍 읍내리,2021,03,전세,1,10000,2021-03-01,apt
21,경기도,가평군,가평읍 읍내리,2021,04,월세,1,2327,2021-04-01,apt
22,경기도,가평군,가평읍 읍내리,2021,04,전세,3,11166,2021-04-01,apt
23,경기도,가평군,가평읍 읍내리,2021,05,월세,3,2000,2021-05-01,apt
24,경기도,가평군,가평읍 읍내리,2021,06,월세,2,1500,2021-06-01,apt
25,경기도,가평군,가평읍 읍내리,2021,06,전세,2,19000,2021-06-01,apt
26,경기도,가평군,가평읍 읍내리,2021,07,월세,1,1601,2021-07-01,apt
27,경기도,가평군,가평읍 읍내리,2021,07,전세,1,23500,2021-07-01,apt
28,경기도,가평군,설악면 선촌리,2021,01,전세,1,22000,2021-01-01,apt
29,경기도,가평군,설악면 선촌리,2021,02,월세,1,5000,2021-02-01,apt
30,경기도,가평군,설악면 선촌리,2021,03,전세,1,21000,2021-03-01,apt
31,경기도,가평군,설악면 선촌리,2021,04,전세,1,15500,2021-04-01,apt
32,경기도,가평군,설악면 선촌리,2021,05,월세,1,2000,2021-05-01,apt
33,경기도,가평군,조종면 현리,2021,03,월세,1,500,2021-03-01,apt
34,경기도,가평군,청평면 청평리,2021,01,월세,1,2000,2021-01-01,apt
35,경기도,가평군,청평면 청평리,2021,01,전세,3,19666,2021-01-01,apt
36,경기도,가평군,청평면 청평리,2021,02,월세,3,2833,2021-02-01,apt
37,경기도,가평군,청평면 청평리,2021,02,전세,7,15714,2021-02-01,apt
38,경기도,가평군,청평면 청평리,2021,03,월세,4,1875,2021-03-01,apt
39,경기도,가평군,청평면 청평리,2021,03,전세,7,16000,2021-03-01,apt
40,경기도,가평군,청평면 청평리,2021,04,전세,5,11340,2021-04-01,apt
41,경기도,가평군,청평면 청평리,2021,05,월세,2,3650,2021-05-01,apt
42,경기도,가평군,청평면 청평리,2021,05,전세,6,19500,2021-05-01,apt
43,경기도,가평군,청평면 청평리,2021,06,월세,3,5000,2021-06-01,apt
44,경기도,가평군,청평면 청평리,2021,06,전세,6,13166,2021-06-01,apt
45,경기도,가평군,청평면 청평리,2021,07,월세,2,3500,2021-07-01,apt
46,경기도,가평군,청평면 청평리,2021,07,전세,4,9993,2021-07-01,apt
47,경기도,고양시 덕양구,고양동,2021,01,월세,7,4785,2021-01-01,apt
48,경기도,고양시 덕양구,고양동,2021,01,전세,19,21005,2021-01-01,apt
49,경기도,고양시 덕양구,고양동,2021,02,월세,4,8125,2021-02-01,apt
50,경기도,고양시 덕양구,고양동,2021,02,전세,22,20736,2021-02-01,apt
51,경기도,고양시 덕양구,고양동,2021,03,월세,9,5188,2021-03-01,apt
52,경기도,고양시 덕양구,고양동,2021,03,전세,22,22913,2021-03-01,apt
53,경기도,고양시 덕양구,고양동,2021,04,월세,3,4000,2021-04-01,apt
54,경기도,고양시 덕양구,고양동,2021,04,전세,13,23753,2021-04-01,apt
55,경기도,고양시 덕양구,고양동,2021,05,월세,2,1350,2021-05-01,apt
56,경기도,고양시 덕양구,고양동,2021,05,전세,19,23631,2021-05-01,apt
57,경기도,고양시 덕양구,고양동,2021,06,월세,10,2750,2021-06-01,apt
58,경기도,고양시 덕양구,고양동,2021,06,전세,33,24110,2021-06-01,apt
59,경기도,고양시 덕양구,고양동,2021,07,월세,4,2250,2021-07-01,apt
60,경기도,고양시 덕양구,고양동,2021,07,전세,18,25544,2021-07-01,apt
61,경기도,고양시 덕양구,관산동,2021,01,월세,4,6500,2021-01-01,apt
62,경기도,고양시 덕양구,관산동,2021,01,전세,6,18166,2021-01-01,apt
63,경기도,고양시 덕양구,관산동,2021,02,월세,3,3000,2021-02-01,apt
64,경기도,고양시 덕양구,관산동,2021,02,전세,11,14927,2021-02-01,apt
65,경기도,고양시 덕양구,관산동,2021,03,월세,8,2125,2021-03-01,apt
66,경기도,고양시 덕양구,관산동,2021,03,전세,16,15906,2021-03-01,apt
67,경기도,고양시 덕양구,관산동,2021,04,월세,5,5800,2021-04-01,apt
68,경기도,고양시 덕양구,관산동,2021,04,전세,8,20125,2021-04-01,apt
69,경기도,고양시 덕양구,관산동,2021,05,월세,3,2000,2021-05-01,apt
70,경기도,고양시 덕양구,관산동,2021,05,전세,13,18884,2021-05-01,apt
71,경기도,고양시 덕양구,관산동,2021,06,월세,8,5000,2021-06-01,apt
72,경기도,고양시 덕양구,관산동,2021,06,전세,15,15176,2021-06-01,apt
73,경기도,고양시 덕양구,관산동,2021,07,월세,5,1200,2021-07-01,apt
74,경기도,고양시 덕양구,관산동,2021,07,전세,15,21786,2021-07-01,apt
75,경기도,고양시 덕양구,덕은동,2021,04,월세,8,3319,2021-04-01,apt
76,경기도,고양시 덕양구,덕은동,2021,04,전세,1,45980,2021-04-01,apt
77,경기도,고양시 덕양구,덕은동,2021,06,월세,7,5056,2021-06-01,apt
78,경기도,고양시 덕양구,도내동,2021,01,월세,6,12939,2021-01-01,apt
79,경기도,고양시 덕양구,도내동,2021,01,전세,25,43668,2021-01-01,apt
80,경기도,고양시 덕양구,도내동,2021,02,월세,8,14500,2021-02-01,apt
81,경기도,고양시 덕양구,도내동,2021,02,전세,18,47533,2021-02-01,apt
82,경기도,고양시 덕양구,도내동,2021,03,월세,3,27493,2021-03-01,apt
83,경기도,고양시 덕양구,도내동,2021,03,전세,23,41985,2021-03-01,apt
84,경기도,고양시 덕양구,도내동,2021,04,월세,6,14355,2021-04-01,apt
85,경기도,고양시 덕양구,도내동,2021,04,전세,19,43506,2021-04-01,apt
86,경기도,고양시 덕양구,도내동,2021,05,월세,6,7499,2021-05-01,apt
87,경기도,고양시 덕양구,도내동,2021,05,전세,17,41959,2021-05-01,apt
88,경기도,고양시 덕양구,도내동,2021,06,월세,6,13583,2021-06-01,apt
89,경기도,고양시 덕양구,도내동,2021,06,전세,37,41646,2021-06-01,apt
90,경기도,고양시 덕양구,도내동,2021,07,월세,86,10624,2021-07-01,apt
91,경기도,고양시 덕양구,도내동,2021,07,전세,58,27795,2021-07-01,apt
92,경기도,고양시 덕양구,동산동,2021,01,월세,4,11000,2021-01-01,apt
93,경기도,고양시 덕양구,동산동,2021,01,전세,6,39683,2021-01-01,apt
94,경기도,고양시 덕양구,동산동,2021,02,월세,4,17812,2021-02-01,apt
95,경기도,고양시 덕양구,동산동,2021,02,전세,8,51718,2021-02-01,apt
96,경기도,고양시 덕양구,동산동,2021,03,월세,2,27500,2021-03-01,apt
97,경기도,고양시 덕양구,동산동,2021,03,전세,14,46153,2021-03-01,apt
98,경기도,고양시 덕양구,동산동,2021,04,전세,7,44378,2021-04-01,apt
99,경기도,고양시 덕양구,동산동,2021,05,월세,2,29000,2021-05-01,apt
100,경기도,고양시 덕양구,동산동,2021,05,전세,4,47337,2021-05-01,apt
101,경기도,고양시 덕양구,동산동,2021,06,월세,1,5000,2021-06-01,apt
102,경기도,고양시 덕양구,동산동,2021,06,전세,11,51345,2021-06-01,apt
103,경기도,고양시 덕양구,동산동,2021,07,전세,6,46925,2021-07-01,apt
104,경기도,고양시 덕양구,삼송동,2021,01,월세,10,10600,2021-01-01,apt
105,경기도,고양시 덕양구,삼송동,2021,01,전세,15,48805,2021-01-01,apt
106,경기도,고양시 덕양구,삼송동,2021,02,월세,21,4205,2021-02-01,apt
107,경기도,고양시 덕양구,삼송동,2021,02,전세,12,47250,2021-02-01,apt
108,경기도,고양시 덕양구,삼송동,2021,03,월세,27,4529,2021-03-01,apt
109,경기도,고양시 덕양구,삼송동,2021,03,전세,10,52445,2021-03-01,apt
110,경기도,고양시 덕양구,삼송동,2021,04,월세,14,9435,2021-04-01,apt
111,경기도,고양시 덕양구,삼송동,2021,04,전세,15,52323,2021-04-01,apt
112,경기도,고양시 덕양구,삼송동,2021,05,월세,29,6420,2021-05-01,apt
113,경기도,고양시 덕양구,삼송동,2021,05,전세,11,48454,2021-05-01,apt
114,경기도,고양시 덕양구,삼송동,2021,06,월세,7,10448,2021-06-01,apt
115,경기도,고양시 덕양구,삼송동,2021,06,전세,14,51635,2021-06-01,apt
116,경기도,고양시 덕양구,삼송동,2021,07,월세,23,6421,2021-07-01,apt
117,경기도,고양시 덕양구,삼송동,2021,07,전세,12,54045,2021-07-01,apt
118,경기도,고양시 덕양구,성사동,2021,01,월세,7,8428,2021-01-01,apt
119,경기도,고양시 덕양구,성사동,2021,01,전세,32,29221,2021-01-01,apt
120,경기도,고양시 덕양구,성사동,2021,02,월세,16,7625,2021-02-01,apt
121,경기도,고양시 덕양구,성사동,2021,02,전세,36,21280,2021-02-01,apt
122,경기도,고양시 덕양구,성사동,2021,03,월세,19,8497,2021-03-01,apt
123,경기도,고양시 덕양구,성사동,2021,03,전세,31,22706,2021-03-01,apt
124,경기도,고양시 덕양구,성사동,2021,04,월세,9,7166,2021-04-01,apt
125,경기도,고양시 덕양구,성사동,2021,04,전세,36,22822,2021-04-01,apt
126,경기도,고양시 덕양구,성사동,2021,05,월세,15,8433,2021-05-01,apt
127,경기도,고양시 덕양구,성사동,2021,05,전세,34,27445,2021-05-01,apt
128,경기도,고양시 덕양구,성사동,2021,06,월세,43,5295,2021-06-01,apt
129,경기도,고양시 덕양구,성사동,2021,06,전세,36,26876,2021-06-01,apt
130,경기도,고양시 덕양구,성사동,2021,07,월세,33,3378,2021-07-01,apt
131,경기도,고양시 덕양구,성사동,2021,07,전세,27,28419,2021-07-01,apt
132,경기도,고양시 덕양구,신원동,2021,01,월세,10,11846,2021-01-01,apt
133,경기도,고양시 덕양구,신원동,2021,01,전세,19,44696,2021-01-01,apt
134,경기도,고양시 덕양구,신원동,2021,02,월세,43,5155,2021-02-01,apt
135,경기도,고양시 덕양구,신원동,2021,02,전세,17,43241,2021-02-01,apt
136,경기도,고양시 덕양구,신원동,2021,03,월세,55,4097,2021-03-01,apt
137,경기도,고양시 덕양구,신원동,2021,03,전세,13,47130,2021-03-01,apt
138,경기도,고양시 덕양구,신원동,2021,04,월세,25,3487,2021-04-01,apt
139,경기도,고양시 덕양구,신원동,2021,04,전세,9,47594,2021-04-01,apt
140,경기도,고양시 덕양구,신원동,2021,05,월세,23,5905,2021-05-01,apt
141,경기도,고양시 덕양구,신원동,2021,05,전세,24,48693,2021-05-01,apt
142,경기도,고양시 덕양구,신원동,2021,06,월세,115,4583,2021-06-01,apt
143,경기도,고양시 덕양구,신원동,2021,06,전세,18,46071,2021-06-01,apt
144,경기도,고양시 덕양구,신원동,2021,07,월세,142,3866,2021-07-01,apt
145,경기도,고양시 덕양구,신원동,2021,07,전세,35,43865,2021-07-01,apt
146,경기도,고양시 덕양구,원흥동,2021,01,월세,32,7026,2021-01-01,apt
147,경기도,고양시 덕양구,원흥동,2021,01,전세,8,60500,2021-01-01,apt
148,경기도,고양시 덕양구,원흥동,2021,02,월세,98,4590,2021-02-01,apt
149,경기도,고양시 덕양구,원흥동,2021,02,전세,7,48739,2021-02-01,apt
150,경기도,고양시 덕양구,원흥동,2021,03,월세,82,3657,2021-03-01,apt
151,경기도,고양시 덕양구,원흥동,2021,03,전세,13,54500,2021-03-01,apt
152,경기도,고양시 덕양구,원흥동,2021,04,월세,38,2797,2021-04-01,apt
153,경기도,고양시 덕양구,원흥동,2021,04,전세,3,43533,2021-04-01,apt
154,경기도,고양시 덕양구,원흥동,2021,05,월세,47,4886,2021-05-01,apt
155,경기도,고양시 덕양구,원흥동,2021,05,전세,3,53083,2021-05-01,apt
156,경기도,고양시 덕양구,원흥동,2021,06,월세,19,5535,2021-06-01,apt
157,경기도,고양시 덕양구,원흥동,2021,06,전세,10,54512,2021-06-01,apt
158,경기도,고양시 덕양구,원흥동,2021,07,월세,63,3546,2021-07-01,apt
159,경기도,고양시 덕양구,원흥동,2021,07,전세,5,62060,2021-07-01,apt
160,경기도,고양시 덕양구,주교동,2021,01,월세,10,1750,2021-01-01,apt
161,경기도,고양시 덕양구,주교동,2021,01,전세,10,14550,2021-01-01,apt
162,경기도,고양시 덕양구,주교동,2021,02,월세,4,750,2021-02-01,apt
163,경기도,고양시 덕양구,주교동,2021,02,전세,6,12783,2021-02-01,apt
164,경기도,고양시 덕양구,주교동,2021,03,월세,4,1125,2021-03-01,apt
165,경기도,고양시 덕양구,주교동,2021,03,전세,4,16750,2021-03-01,apt
166,경기도,고양시 덕양구,주교동,2021,04,월세,4,1000,2021-04-01,apt
167,경기도,고양시 덕양구,주교동,2021,04,전세,7,14642,2021-04-01,apt
168,경기도,고양시 덕양구,주교동,2021,05,월세,4,1500,2021-05-01,apt
169,경기도,고양시 덕양구,주교동,2021,05,전세,7,21071,2021-05-01,apt
170,경기도,고양시 덕양구,주교동,2021,06,월세,6,5166,2021-06-01,apt
171,경기도,고양시 덕양구,주교동,2021,06,전세,8,17306,2021-06-01,apt
172,경기도,고양시 덕양구,주교동,2021,07,월세,7,1642,2021-07-01,apt
173,경기도,고양시 덕양구,주교동,2021,07,전세,7,18642,2021-07-01,apt
174,경기도,고양시 덕양구,지축동,2021,01,월세,18,349,2021-01-01,apt
175,경기도,고양시 덕양구,지축동,2021,01,전세,2,58000,2021-01-01,apt
176,경기도,고양시 덕양구,지축동,2021,02,월세,4,11377,2021-02-01,apt
177,경기도,고양시 덕양구,지축동,2021,02,전세,5,55200,2021-02-01,apt
178,경기도,고양시 덕양구,지축동,2021,03,월세,6,22224,2021-03-01,apt
179,경기도,고양시 덕양구,지축동,2021,03,전세,2,58750,2021-03-01,apt
180,경기도,고양시 덕양구,지축동,2021,04,월세,66,21715,2021-04-01,apt
181,경기도,고양시 덕양구,지축동,2021,04,전세,5,60000,2021-04-01,apt
182,경기도,고양시 덕양구,지축동,2021,05,전세,3,59000,2021-05-01,apt
183,경기도,고양시 덕양구,지축동,2021,06,월세,9,12667,2021-06-01,apt
184,경기도,고양시 덕양구,지축동,2021,06,전세,9,53144,2021-06-01,apt
185,경기도,고양시 덕양구,지축동,2021,07,월세,3,3086,2021-07-01,apt
186,경기도,고양시 덕양구,지축동,2021,07,전세,3,62000,2021-07-01,apt
187,경기도,고양시 덕양구,토당동,2021,01,월세,2,2500,2021-01-01,apt
188,경기도,고양시 덕양구,토당동,2021,01,전세,24,30081,2021-01-01,apt
189,경기도,고양시 덕양구,토당동,2021,02,월세,7,8200,2021-02-01,apt
190,경기도,고양시 덕양구,토당동,2021,02,전세,20,31325,2021-02-01,apt
191,경기도,고양시 덕양구,토당동,2021,03,월세,3,6666,2021-03-01,apt
192,경기도,고양시 덕양구,토당동,2021,03,전세,31,30129,2021-03-01,apt
193,경기도,고양시 덕양구,토당동,2021,04,월세,5,10000,2021-04-01,apt
194,경기도,고양시 덕양구,토당동,2021,04,전세,29,31387,2021-04-01,apt
195,경기도,고양시 덕양구,토당동,2021,05,월세,3,7666,2021-05-01,apt
196,경기도,고양시 덕양구,토당동,2021,05,전세,22,27218,2021-05-01,apt
197,경기도,고양시 덕양구,토당동,2021,06,월세,7,7714,2021-06-01,apt
198,경기도,고양시 덕양구,토당동,2021,06,전세,27,28900,2021-06-01,apt
199,경기도,고양시 덕양구,토당동,2021,07,월세,3,14333,2021-07-01,apt
200,경기도,고양시 덕양구,토당동,2021,07,전세,38,31661,2021-07-01,apt
201,경기도,고양시 덕양구,행신동,2021,01,월세,57,5716,2021-01-01,apt
202,경기도,고양시 덕양구,행신동,2021,01,전세,149,27820,2021-01-01,apt
203,경기도,고양시 덕양구,행신동,2021,02,월세,65,6449,2021-02-01,apt
204,경기도,고양시 덕양구,행신동,2021,02,전세,150,29221,2021-02-01,apt
205,경기도,고양시 덕양구,행신동,2021,03,월세,104,5879,2021-03-01,apt
206,경기도,고양시 덕양구,행신동,2021,03,전세,160,28020,2021-03-01,apt
207,경기도,고양시 덕양구,행신동,2021,04,월세,126,5142,2021-04-01,apt
208,경기도,고양시 덕양구,행신동,2021,04,전세,146,26632,2021-04-01,apt
209,경기도,고양시 덕양구,행신동,2021,05,월세,66,5470,2021-05-01,apt
210,경기도,고양시 덕양구,행신동,2021,05,전세,155,29345,2021-05-01,apt
211,경기도,고양시 덕양구,행신동,2021,06,월세,62,7135,2021-06-01,apt
212,경기도,고양시 덕양구,행신동,2021,06,전세,195,28463,2021-06-01,apt
213,경기도,고양시 덕양구,행신동,2021,07,월세,104,6339,2021-07-01,apt
214,경기도,고양시 덕양구,행신동,2021,07,전세,218,28069,2021-07-01,apt
215,경기도,고양시 덕양구,향동동,2021,01,월세,43,6560,2021-01-01,apt
216,경기도,고양시 덕양구,향동동,2021,01,전세,17,42035,2021-01-01,apt
217,경기도,고양시 덕양구,향동동,2021,02,월세,14,9177,2021-02-01,apt
218,경기도,고양시 덕양구,향동동,2021,02,전세,13,37842,2021-02-01,apt
219,경기도,고양시 덕양구,향동동,2021,03,월세,21,8925,2021-03-01,apt
220,경기도,고양시 덕양구,향동동,2021,03,전세,18,39543,2021-03-01,apt
221,경기도,고양시 덕양구,향동동,2021,04,월세,18,11061,2021-04-01,apt
222,경기도,고양시 덕양구,향동동,2021,04,전세,30,38675,2021-04-01,apt
223,경기도,고양시 덕양구,향동동,2021,05,월세,25,12875,2021-05-01,apt
224,경기도,고양시 덕양구,향동동,2021,05,전세,53,38699,2021-05-01,apt
225,경기도,고양시 덕양구,향동동,2021,06,월세,20,18403,2021-06-01,apt
226,경기도,고양시 덕양구,향동동,2021,06,전세,67,42905,2021-06-01,apt
227,경기도,고양시 덕양구,향동동,2021,07,월세,44,12306,2021-07-01,apt
228,경기도,고양시 덕양구,향동동,2021,07,전세,70,41676,2021-07-01,apt
229,경기도,고양시 덕양구,화정동,2021,01,월세,26,7046,2021-01-01,apt
230,경기도,고양시 덕양구,화정동,2021,01,전세,153,27155,2021-01-01,apt
231,경기도,고양시 덕양구,화정동,2021,02,월세,32,10443,2021-02-01,apt
232,경기도,고양시 덕양구,화정동,2021,02,전세,127,28733,2021-02-01,apt
233,경기도,고양시 덕양구,화정동,2021,03,월세,24,6895,2021-03-01,apt
234,경기도,고양시 덕양구,화정동,2021,03,전세,114,29221,2021-03-01,apt
235,경기도,고양시 덕양구,화정동,2021,04,월세,29,6189,2021-04-01,apt
236,경기도,고양시 덕양구,화정동,2021,04,전세,105,30469,2021-04-01,apt
237,경기도,고양시 덕양구,화정동,2021,05,월세,28,8517,2021-05-01,apt
238,경기도,고양시 덕양구,화정동,2021,05,전세,124,29294,2021-05-01,apt
239,경기도,고양시 덕양구,화정동,2021,06,월세,33,8340,2021-06-01,apt
240,경기도,고양시 덕양구,화정동,2021,06,전세,130,28969,2021-06-01,apt
241,경기도,고양시 덕양구,화정동,2021,07,월세,36,12012,2021-07-01,apt
242,경기도,고양시 덕양구,화정동,2021,07,전세,160,28516,2021-07-01,apt
243,경기도,고양시 일산동구,마두동,2021,01,월세,18,15650,2021-01-01,apt
244,경기도,고양시 일산동구,마두동,2021,01,전세,92,38666,2021-01-01,apt
245,경기도,고양시 일산동구,마두동,2021,02,월세,14,10064,2021-02-01,apt
246,경기도,고양시 일산동구,마두동,2021,02,전세,75,37135,2021-02-01,apt
247,경기도,고양시 일산동구,마두동,2021,03,월세,22,6681,2021-03-01,apt
248,경기도,고양시 일산동구,마두동,2021,03,전세,89,39488,2021-03-01,apt
249,경기도,고양시 일산동구,마두동,2021,04,월세,16,8968,2021-04-01,apt
250,경기도,고양시 일산동구,마두동,2021,04,전세,58,39975,2021-04-01,apt
251,경기도,고양시 일산동구,마두동,2021,05,월세,14,6107,2021-05-01,apt
252,경기도,고양시 일산동구,마두동,2021,05,전세,67,37972,2021-05-01,apt
253,경기도,고양시 일산동구,마두동,2021,06,월세,32,8568,2021-06-01,apt
254,경기도,고양시 일산동구,마두동,2021,06,전세,72,39336,2021-06-01,apt
255,경기도,고양시 일산동구,마두동,2021,07,월세,19,10131,2021-07-01,apt
256,경기도,고양시 일산동구,마두동,2021,07,전세,107,37985,2021-07-01,apt
257,경기도,고양시 일산동구,백석동,2021,01,월세,20,5656,2021-01-01,apt
258,경기도,고양시 일산동구,백석동,2021,01,전세,60,34974,2021-01-01,apt
259,경기도,고양시 일산동구,백석동,2021,02,월세,11,8031,2021-02-01,apt
260,경기도,고양시 일산동구,백석동,2021,02,전세,52,31412,2021-02-01,apt
261,경기도,고양시 일산동구,백석동,2021,03,월세,13,9388,2021-03-01,apt
262,경기도,고양시 일산동구,백석동,2021,03,전세,62,30019,2021-03-01,apt
263,경기도,고양시 일산동구,백석동,2021,04,월세,7,4442,2021-04-01,apt
264,경기도,고양시 일산동구,백석동,2021,04,전세,49,32703,2021-04-01,apt
265,경기도,고양시 일산동구,백석동,2021,05,월세,9,3701,2021-05-01,apt
266,경기도,고양시 일산동구,백석동,2021,05,전세,70,34364,2021-05-01,apt
267,경기도,고양시 일산동구,백석동,2021,06,월세,18,7880,2021-06-01,apt
268,경기도,고양시 일산동구,백석동,2021,06,전세,92,37050,2021-06-01,apt
269,경기도,고양시 일산동구,백석동,2021,07,월세,32,8499,2021-07-01,apt
270,경기도,고양시 일산동구,백석동,2021,07,전세,108,34293,2021-07-01,apt
271,경기도,고양시 일산동구,사리현동,2021,01,월세,5,1060,2021-01-01,apt
272,경기도,고양시 일산동구,사리현동,2021,01,전세,5,13780,2021-01-01,apt
273,경기도,고양시 일산동구,사리현동,2021,02,월세,2,8000,2021-02-01,apt
274,경기도,고양시 일산동구,사리현동,2021,02,전세,5,22000,2021-02-01,apt
275,경기도,고양시 일산동구,사리현동,2021,03,월세,5,2740,2021-03-01,apt
276,경기도,고양시 일산동구,사리현동,2021,03,전세,5,11800,2021-03-01,apt
277,경기도,고양시 일산동구,사리현동,2021,04,월세,5,740,2021-04-01,apt
278,경기도,고양시 일산동구,사리현동,2021,04,전세,6,14350,2021-04-01,apt
279,경기도,고양시 일산동구,사리현동,2021,05,전세,7,17285,2021-05-01,apt
280,경기도,고양시 일산동구,사리현동,2021,06,월세,5,4900,2021-06-01,apt
281,경기도,고양시 일산동구,사리현동,2021,06,전세,2,22000,2021-06-01,apt
282,경기도,고양시 일산동구,사리현동,2021,07,월세,3,666,2021-07-01,apt
283,경기도,고양시 일산동구,사리현동,2021,07,전세,3,18333,2021-07-01,apt
284,경기도,고양시 일산동구,성석동,2021,01,전세,1,15500,2021-01-01,apt
285,경기도,고양시 일산동구,성석동,2021,02,전세,1,18000,2021-02-01,apt
286,경기도,고양시 일산동구,성석동,2021,03,전세,2,20000,2021-03-01,apt
287,경기도,고양시 일산동구,성석동,2021,04,전세,2,13912,2021-04-01,apt
288,경기도,고양시 일산동구,성석동,2021,05,월세,1,2000,2021-05-01,apt
289,경기도,고양시 일산동구,성석동,2021,05,전세,2,18500,2021-05-01,apt
290,경기도,고양시 일산동구,성석동,2021,07,월세,1,7000,2021-07-01,apt
291,경기도,고양시 일산동구,식사동,2021,01,월세,10,23100,2021-01-01,apt
292,경기도,고양시 일산동구,식사동,2021,01,전세,40,50766,2021-01-01,apt
293,경기도,고양시 일산동구,식사동,2021,02,월세,13,13717,2021-02-01,apt
294,경기도,고양시 일산동구,식사동,2021,02,전세,38,53271,2021-02-01,apt
295,경기도,고양시 일산동구,식사동,2021,03,월세,13,14930,2021-03-01,apt
296,경기도,고양시 일산동구,식사동,2021,03,전세,36,51766,2021-03-01,apt
297,경기도,고양시 일산동구,식사동,2021,04,월세,10,21700,2021-04-01,apt
298,경기도,고양시 일산동구,식사동,2021,04,전세,41,49675,2021-04-01,apt
299,경기도,고양시 일산동구,식사동,2021,05,월세,24,20500,2021-05-01,apt
300,경기도,고양시 일산동구,식사동,2021,05,전세,38,51798,2021-05-01,apt
301,경기도,고양시 일산동구,식사동,2021,06,월세,9,8333,2021-06-01,apt
302,경기도,고양시 일산동구,식사동,2021,06,전세,37,52736,2021-06-01,apt
303,경기도,고양시 일산동구,식사동,2021,07,월세,21,24476,2021-07-01,apt
304,경기도,고양시 일산동구,식사동,2021,07,전세,57,57972,2021-07-01,apt
305,경기도,고양시 일산동구,장항동,2021,01,월세,11,10909,2021-01-01,apt
306,경기도,고양시 일산동구,장항동,2021,01,전세,27,39957,2021-01-01,apt
307,경기도,고양시 일산동구,장항동,2021,02,월세,6,13166,2021-02-01,apt
308,경기도,고양시 일산동구,장항동,2021,02,전세,18,39783,2021-02-01,apt
309,경기도,고양시 일산동구,장항동,2021,03,월세,12,17966,2021-03-01,apt
310,경기도,고양시 일산동구,장항동,2021,03,전세,37,41356,2021-03-01,apt
311,경기도,고양시 일산동구,장항동,2021,04,월세,8,9000,2021-04-01,apt
312,경기도,고양시 일산동구,장항동,2021,04,전세,27,38807,2021-04-01,apt
313,경기도,고양시 일산동구,장항동,2021,05,월세,13,8692,2021-05-01,apt
314,경기도,고양시 일산동구,장항동,2021,05,전세,28,39218,2021-05-01,apt
315,경기도,고양시 일산동구,장항동,2021,06,월세,15,20173,2021-06-01,apt
316,경기도,고양시 일산동구,장항동,2021,06,전세,41,44413,2021-06-01,apt
317,경기도,고양시 일산동구,장항동,2021,07,월세,15,12311,2021-07-01,apt
318,경기도,고양시 일산동구,장항동,2021,07,전세,75,43471,2021-07-01,apt
319,경기도,고양시 일산동구,중산동,2021,01,월세,16,6202,2021-01-01,apt
320,경기도,고양시 일산동구,중산동,2021,01,전세,65,26677,2021-01-01,apt
321,경기도,고양시 일산동구,중산동,2021,02,월세,44,5136,2021-02-01,apt
322,경기도,고양시 일산동구,중산동,2021,02,전세,47,26715,2021-02-01,apt
323,경기도,고양시 일산동구,중산동,2021,03,월세,48,4307,2021-03-01,apt
324,경기도,고양시 일산동구,중산동,2021,03,전세,70,28001,2021-03-01,apt
325,경기도,고양시 일산동구,중산동,2021,04,월세,33,4291,2021-04-01,apt
326,경기도,고양시 일산동구,중산동,2021,04,전세,55,27696,2021-04-01,apt
327,경기도,고양시 일산동구,중산동,2021,05,월세,37,4521,2021-05-01,apt
328,경기도,고양시 일산동구,중산동,2021,05,전세,76,27482,2021-05-01,apt
329,경기도,고양시 일산동구,중산동,2021,06,월세,42,7360,2021-06-01,apt
330,경기도,고양시 일산동구,중산동,2021,06,전세,66,29407,2021-06-01,apt
