,시도명,시군구명,동리명,년,월,구분,count,mean,거래날짜,타입
12515,대구광역시,달성군,화원읍 본리리,2021,06,월세,6,2914,2021-06-01,apt
12516,대구광역시,달성군,화원읍 본리리,2021,06,전세,4,21250,2021-06-01,apt
12517,대구광역시,달성군,화원읍 본리리,2021,07,월세,1,2000,2021-07-01,apt
12518,대구광역시,달성군,화원읍 설화리,2021,03,전세,1,15000,2021-03-01,apt
12519,대구광역시,달성군,화원읍 설화리,2021,04,월세,1,2000,2021-04-01,apt
12520,대구광역시,달성군,화원읍 설화리,2021,04,전세,2,19000,2021-04-01,apt
12521,대구광역시,달성군,화원읍 설화리,2021,06,월세,1,2000,2021-06-01,apt
12522,대구광역시,달성군,화원읍 성산리,2021,01,월세,1,1000,2021-01-01,apt
12523,대구광역시,달성군,화원읍 성산리,2021,02,전세,1,10000,2021-02-01,apt
12524,대구광역시,달성군,화원읍 성산리,2021,03,월세,2,2000,2021-03-01,apt
12525,대구광역시,달성군,화원읍 성산리,2021,03,전세,3,13666,2021-03-01,apt
12526,대구광역시,달성군,화원읍 성산리,2021,04,전세,1,8000,2021-04-01,apt
12527,대구광역시,달성군,화원읍 성산리,2021,05,월세,1,1000,2021-05-01,apt
12528,대구광역시,달성군,화원읍 성산리,2021,05,전세,7,18214,2021-05-01,apt
12529,대구광역시,달성군,화원읍 성산리,2021,06,전세,3,13333,2021-06-01,apt
12530,대구광역시,달성군,화원읍 성산리,2021,07,전세,2,23500,2021-07-01,apt
12531,대구광역시,달성군,화원읍 천내리,2021,01,월세,2,1000,2021-01-01,apt
12532,대구광역시,달성군,화원읍 천내리,2021,01,전세,5,22500,2021-01-01,apt
12533,대구광역시,달성군,화원읍 천내리,2021,02,월세,5,5100,2021-02-01,apt
12534,대구광역시,달성군,화원읍 천내리,2021,02,전세,4,22500,2021-02-01,apt
12535,대구광역시,달성군,화원읍 천내리,2021,03,월세,2,1500,2021-03-01,apt
12536,대구광역시,달성군,화원읍 천내리,2021,03,전세,8,18625,2021-03-01,apt
12537,대구광역시,달성군,화원읍 천내리,2021,04,월세,1,1000,2021-04-01,apt
12538,대구광역시,달성군,화원읍 천내리,2021,04,전세,7,22978,2021-04-01,apt
12539,대구광역시,달성군,화원읍 천내리,2021,05,전세,4,18000,2021-05-01,apt
12540,대구광역시,달성군,화원읍 천내리,2021,06,월세,7,4285,2021-06-01,apt
12541,대구광역시,달성군,화원읍 천내리,2021,06,전세,9,23444,2021-06-01,apt
12542,대구광역시,달성군,화원읍 천내리,2021,07,월세,6,5250,2021-07-01,apt
12543,대구광역시,달성군,화원읍 천내리,2021,07,전세,9,29911,2021-07-01,apt
12544,대구광역시,동구,신천동,2021,01,월세,17,5082,2021-01-01,apt
12545,대구광역시,동구,신천동,2021,01,전세,36,25793,2021-01-01,apt
12546,대구광역시,동구,신천동,2021,02,월세,10,2400,2021-02-01,apt
12547,대구광역시,동구,신천동,2021,02,전세,25,24710,2021-02-01,apt
12548,대구광역시,동구,신천동,2021,03,월세,16,4156,2021-03-01,apt
12549,대구광역시,동구,신천동,2021,03,전세,26,22438,2021-03-01,apt
12550,대구광역시,동구,신천동,2021,04,월세,11,7227,2021-04-01,apt
12551,대구광역시,동구,신천동,2021,04,전세,30,24565,2021-04-01,apt
12552,대구광역시,동구,신천동,2021,05,월세,12,6733,2021-05-01,apt
12553,대구광역시,동구,신천동,2021,05,전세,36,24563,2021-05-01,apt
12554,대구광역시,동구,신천동,2021,06,월세,21,2261,2021-06-01,apt
12555,대구광역시,동구,신천동,2021,06,전세,31,22420,2021-06-01,apt
12556,대구광역시,동구,신천동,2021,07,월세,26,4115,2021-07-01,apt
12557,대구광역시,동구,신천동,2021,07,전세,61,16999,2021-07-01,apt
12558,대구광역시,동구,율하동,2021,01,월세,42,3103,2021-01-01,apt
12559,대구광역시,동구,율하동,2021,01,전세,16,30187,2021-01-01,apt
12560,대구광역시,동구,율하동,2021,02,월세,29,3129,2021-02-01,apt
12561,대구광역시,동구,율하동,2021,02,전세,10,26180,2021-02-01,apt
12562,대구광역시,동구,율하동,2021,03,월세,29,3751,2021-03-01,apt
12563,대구광역시,동구,율하동,2021,03,전세,12,32191,2021-03-01,apt
12564,대구광역시,동구,율하동,2021,04,월세,13,6448,2021-04-01,apt
12565,대구광역시,동구,율하동,2021,04,전세,11,26909,2021-04-01,apt
12566,대구광역시,동구,율하동,2021,05,월세,17,4434,2021-05-01,apt
12567,대구광역시,동구,율하동,2021,05,전세,10,31670,2021-05-01,apt
12568,대구광역시,동구,율하동,2021,06,월세,10,6981,2021-06-01,apt
12569,대구광역시,동구,율하동,2021,06,전세,11,35481,2021-06-01,apt
12570,대구광역시,동구,율하동,2021,07,월세,20,5024,2021-07-01,apt
12571,대구광역시,동구,율하동,2021,07,전세,17,26227,2021-07-01,apt
12572,대구광역시,동구,신기동,2021,01,월세,10,1210,2021-01-01,apt
12573,대구광역시,동구,신기동,2021,01,전세,12,10958,2021-01-01,apt
12574,대구광역시,동구,신기동,2021,02,월세,5,1300,2021-02-01,apt
12575,대구광역시,동구,신기동,2021,02,전세,5,13080,2021-02-01,apt
12576,대구광역시,동구,신기동,2021,03,월세,9,1777,2021-03-01,apt
12577,대구광역시,동구,신기동,2021,03,전세,8,10875,2021-03-01,apt
12578,대구광역시,동구,신기동,2021,04,월세,4,750,2021-04-01,apt
12579,대구광역시,동구,신기동,2021,04,전세,9,10594,2021-04-01,apt
12580,대구광역시,동구,신기동,2021,05,월세,3,433,2021-05-01,apt
12581,대구광역시,동구,신기동,2021,05,전세,5,9800,2021-05-01,apt
12582,대구광역시,동구,신기동,2021,06,월세,16,1353,2021-06-01,apt
12583,대구광역시,동구,신기동,2021,06,전세,11,12000,2021-06-01,apt
12584,대구광역시,동구,신기동,2021,07,월세,6,1166,2021-07-01,apt
12585,대구광역시,동구,신기동,2021,07,전세,11,11681,2021-07-01,apt
12586,대구광역시,동구,동호동,2021,01,월세,2,9178,2021-01-01,apt
12587,대구광역시,동구,동호동,2021,01,전세,6,15474,2021-01-01,apt
12588,대구광역시,동구,동호동,2021,02,월세,1,9550,2021-02-01,apt
12589,대구광역시,동구,동호동,2021,02,전세,1,24000,2021-02-01,apt
12590,대구광역시,동구,동호동,2021,03,월세,2,8356,2021-03-01,apt
12591,대구광역시,동구,동호동,2021,03,전세,6,15611,2021-03-01,apt
12592,대구광역시,동구,동호동,2021,04,전세,3,11748,2021-04-01,apt
12593,대구광역시,동구,동호동,2021,05,월세,4,5928,2021-05-01,apt
12594,대구광역시,동구,동호동,2021,05,전세,1,11938,2021-05-01,apt
12595,대구광역시,동구,동호동,2021,06,월세,6,7490,2021-06-01,apt
12596,대구광역시,동구,동호동,2021,06,전세,2,14719,2021-06-01,apt
12597,대구광역시,동구,동호동,2021,07,월세,2,5371,2021-07-01,apt
12598,대구광역시,동구,동호동,2021,07,전세,4,14828,2021-07-01,apt
12599,대구광역시,동구,각산동,2021,01,월세,8,2609,2021-01-01,apt
12600,대구광역시,동구,각산동,2021,01,전세,27,23614,2021-01-01,apt
12601,대구광역시,동구,각산동,2021,02,월세,9,4687,2021-02-01,apt
12602,대구광역시,동구,각산동,2021,02,전세,20,26585,2021-02-01,apt
12603,대구광역시,동구,각산동,2021,03,월세,6,4268,2021-03-01,apt
12604,대구광역시,동구,각산동,2021,03,전세,18,25588,2021-03-01,apt
12605,대구광역시,동구,각산동,2021,04,월세,4,5473,2021-04-01,apt
12606,대구광역시,동구,각산동,2021,04,전세,20,23415,2021-04-01,apt
12607,대구광역시,동구,각산동,2021,05,월세,8,3151,2021-05-01,apt
12608,대구광역시,동구,각산동,2021,05,전세,16,27412,2021-05-01,apt
12609,대구광역시,동구,각산동,2021,06,월세,11,4127,2021-06-01,apt
12610,대구광역시,동구,각산동,2021,06,전세,35,25772,2021-06-01,apt
12611,대구광역시,동구,각산동,2021,07,월세,6,5126,2021-07-01,apt
12612,대구광역시,동구,각산동,2021,07,전세,30,23753,2021-07-01,apt
12613,대구광역시,동구,검사동,2021,01,월세,2,1500,2021-01-01,apt
12614,대구광역시,동구,검사동,2021,01,전세,1,35000,2021-01-01,apt
12615,대구광역시,동구,검사동,2021,02,전세,2,27500,2021-02-01,apt
12616,대구광역시,동구,검사동,2021,03,월세,2,1500,2021-03-01,apt
12617,대구광역시,동구,검사동,2021,04,전세,4,24500,2021-04-01,apt
12618,대구광역시,동구,검사동,2021,05,월세,2,2000,2021-05-01,apt
12619,대구광역시,동구,검사동,2021,05,전세,3,18333,2021-05-01,apt
12620,대구광역시,동구,검사동,2021,06,월세,4,1625,2021-06-01,apt
12621,대구광역시,동구,검사동,2021,06,전세,2,20000,2021-06-01,apt
12622,대구광역시,동구,검사동,2021,07,월세,2,1750,2021-07-01,apt
12623,대구광역시,동구,검사동,2021,07,전세,2,28000,2021-07-01,apt
12624,대구광역시,동구,괴전동,2021,01,전세,6,31500,2021-01-01,apt
12625,대구광역시,동구,괴전동,2021,02,월세,3,2333,2021-02-01,apt
12626,대구광역시,동구,괴전동,2021,02,전세,1,30000,2021-02-01,apt
12627,대구광역시,동구,괴전동,2021,03,월세,1,2000,2021-03-01,apt
12628,대구광역시,동구,괴전동,2021,03,전세,4,25000,2021-03-01,apt
12629,대구광역시,동구,괴전동,2021,04,월세,2,2000,2021-04-01,apt
12630,대구광역시,동구,괴전동,2021,04,전세,4,24250,2021-04-01,apt
12631,대구광역시,동구,괴전동,2021,05,월세,3,10666,2021-05-01,apt
12632,대구광역시,동구,괴전동,2021,06,월세,2,3000,2021-06-01,apt
12633,대구광역시,동구,괴전동,2021,06,전세,7,30071,2021-06-01,apt
12634,대구광역시,동구,괴전동,2021,07,월세,1,2000,2021-07-01,apt
12635,대구광역시,동구,괴전동,2021,07,전세,2,25500,2021-07-01,apt
12636,대구광역시,동구,대림동,2021,01,월세,1,10455,2021-01-01,apt
12637,대구광역시,동구,대림동,2021,01,전세,3,28000,2021-01-01,apt
12638,대구광역시,동구,대림동,2021,02,월세,1,8230,2021-02-01,apt
12639,대구광역시,동구,대림동,2021,02,전세,3,24666,2021-02-01,apt
12640,대구광역시,동구,대림동,2021,03,월세,6,4130,2021-03-01,apt
12641,대구광역시,동구,대림동,2021,03,전세,2,27500,2021-03-01,apt
12642,대구광역시,동구,대림동,2021,04,월세,1,5730,2021-04-01,apt
12643,대구광역시,동구,대림동,2021,04,전세,2,25500,2021-04-01,apt
12644,대구광역시,동구,대림동,2021,05,월세,3,4818,2021-05-01,apt
12645,대구광역시,동구,대림동,2021,05,전세,3,28000,2021-05-01,apt
12646,대구광역시,동구,대림동,2021,06,월세,2,4427,2021-06-01,apt
12647,대구광역시,동구,대림동,2021,06,전세,1,27500,2021-06-01,apt
12648,대구광역시,동구,대림동,2021,07,월세,7,4345,2021-07-01,apt
12649,대구광역시,동구,대림동,2021,07,전세,4,26750,2021-07-01,apt
12650,대구광역시,동구,도동,2021,03,전세,1,3000,2021-03-01,apt
12651,대구광역시,동구,도동,2021,06,월세,1,500,2021-06-01,apt
12652,대구광역시,동구,방촌동,2021,01,월세,4,875,2021-01-01,apt
12653,대구광역시,동구,방촌동,2021,01,전세,7,19785,2021-01-01,apt
12654,대구광역시,동구,방촌동,2021,02,월세,6,4300,2021-02-01,apt
12655,대구광역시,동구,방촌동,2021,02,전세,7,14714,2021-02-01,apt
12656,대구광역시,동구,방촌동,2021,03,월세,6,2450,2021-03-01,apt
12657,대구광역시,동구,방촌동,2021,03,전세,13,18730,2021-03-01,apt
12658,대구광역시,동구,방촌동,2021,04,월세,3,7000,2021-04-01,apt
12659,대구광역시,동구,방촌동,2021,04,전세,14,23821,2021-04-01,apt
12660,대구광역시,동구,방촌동,2021,05,월세,5,1700,2021-05-01,apt
12661,대구광역시,동구,방촌동,2021,05,전세,17,26830,2021-05-01,apt
12662,대구광역시,동구,방촌동,2021,06,월세,15,3046,2021-06-01,apt
12663,대구광역시,동구,방촌동,2021,06,전세,28,30439,2021-06-01,apt
12664,대구광역시,동구,방촌동,2021,07,월세,13,5346,2021-07-01,apt
12665,대구광역시,동구,방촌동,2021,07,전세,23,25630,2021-07-01,apt
12666,대구광역시,동구,봉무동,2021,01,월세,3,5666,2021-01-01,apt
12667,대구광역시,동구,봉무동,2021,01,전세,7,34571,2021-01-01,apt
12668,대구광역시,동구,봉무동,2021,02,월세,3,2333,2021-02-01,apt
12669,대구광역시,동구,봉무동,2021,02,전세,11,34327,2021-02-01,apt
12670,대구광역시,동구,봉무동,2021,03,월세,1,22000,2021-03-01,apt
12671,대구광역시,동구,봉무동,2021,03,전세,12,32058,2021-03-01,apt
12672,대구광역시,동구,봉무동,2021,04,월세,4,2250,2021-04-01,apt
12673,대구광역시,동구,봉무동,2021,04,전세,6,30550,2021-04-01,apt
12674,대구광역시,동구,봉무동,2021,05,월세,5,4600,2021-05-01,apt
12675,대구광역시,동구,봉무동,2021,05,전세,8,29750,2021-05-01,apt
12676,대구광역시,동구,봉무동,2021,06,월세,7,4142,2021-06-01,apt
12677,대구광역시,동구,봉무동,2021,06,전세,10,30775,2021-06-01,apt
12678,대구광역시,동구,봉무동,2021,07,월세,9,2722,2021-07-01,apt
12679,대구광역시,동구,봉무동,2021,07,전세,11,36363,2021-07-01,apt
12680,대구광역시,동구,불로동,2021,01,월세,3,1166,2021-01-01,apt
12681,대구광역시,동구,불로동,2021,01,전세,3,14883,2021-01-01,apt
12682,대구광역시,동구,불로동,2021,02,월세,4,2625,2021-02-01,apt
12683,대구광역시,동구,불로동,2021,02,전세,4,19500,2021-02-01,apt
12684,대구광역시,동구,불로동,2021,03,월세,2,1250,2021-03-01,apt
12685,대구광역시,동구,불로동,2021,03,전세,6,16100,2021-03-01,apt
12686,대구광역시,동구,불로동,2021,04,월세,1,1000,2021-04-01,apt
12687,대구광역시,동구,불로동,2021,04,전세,3,14666,2021-04-01,apt
12688,대구광역시,동구,불로동,2021,05,월세,2,750,2021-05-01,apt
12689,대구광역시,동구,불로동,2021,05,전세,3,10400,2021-05-01,apt
12690,대구광역시,동구,불로동,2021,06,월세,5,1000,2021-06-01,apt
12691,대구광역시,동구,불로동,2021,06,전세,3,8666,2021-06-01,apt
12692,대구광역시,동구,불로동,2021,07,월세,5,2200,2021-07-01,apt
12693,대구광역시,동구,불로동,2021,07,전세,2,26500,2021-07-01,apt
12694,대구광역시,동구,사복동,2021,01,월세,11,3750,2021-01-01,apt
12695,대구광역시,동구,사복동,2021,02,월세,5,2868,2021-02-01,apt
12696,대구광역시,동구,사복동,2021,02,전세,2,28000,2021-02-01,apt
12697,대구광역시,동구,사복동,2021,03,월세,3,4610,2021-03-01,apt
12698,대구광역시,동구,사복동,2021,03,전세,5,29200,2021-03-01,apt
12699,대구광역시,동구,사복동,2021,04,월세,5,8740,2021-04-01,apt
12700,대구광역시,동구,사복동,2021,04,전세,1,27000,2021-04-01,apt
12701,대구광역시,동구,사복동,2021,05,월세,3,4924,2021-05-01,apt
12702,대구광역시,동구,사복동,2021,05,전세,3,28333,2021-05-01,apt
12703,대구광역시,동구,사복동,2021,06,월세,8,3343,2021-06-01,apt
12704,대구광역시,동구,사복동,2021,06,전세,2,25300,2021-06-01,apt
12705,대구광역시,동구,사복동,2021,07,월세,5,7838,2021-07-01,apt
12706,대구광역시,동구,사복동,2021,07,전세,2,29000,2021-07-01,apt
12707,대구광역시,동구,서호동,2021,01,월세,1,300,2021-01-01,apt
12708,대구광역시,동구,서호동,2021,02,월세,1,13000,2021-02-01,apt
12709,대구광역시,동구,서호동,2021,04,전세,2,19162,2021-04-01,apt
12710,대구광역시,동구,서호동,2021,05,전세,1,25000,2021-05-01,apt
12711,대구광역시,동구,숙천동,2021,01,월세,2,1326,2021-01-01,apt
12712,대구광역시,동구,숙천동,2021,02,월세,4,2163,2021-02-01,apt
12713,대구광역시,동구,숙천동,2021,02,전세,1,24000,2021-02-01,apt
12714,대구광역시,동구,숙천동,2021,03,월세,1,2000,2021-03-01,apt
12715,대구광역시,동구,숙천동,2021,03,전세,2,27500,2021-03-01,apt
12716,대구광역시,동구,숙천동,2021,05,월세,1,2000,2021-05-01,apt
12717,대구광역시,동구,숙천동,2021,06,월세,2,1669,2021-06-01,apt
12718,대구광역시,동구,숙천동,2021,06,전세,2,25750,2021-06-01,apt
12719,대구광역시,동구,숙천동,2021,07,전세,1,21000,2021-07-01,apt
12720,대구광역시,동구,신서동,2021,01,월세,10,3800,2021-01-01,apt
12721,대구광역시,동구,신서동,2021,01,전세,31,21119,2021-01-01,apt
12722,대구광역시,동구,신서동,2021,02,월세,6,1666,2021-02-01,apt
12723,대구광역시,동구,신서동,2021,02,전세,10,23750,2021-02-01,apt
12724,대구광역시,동구,신서동,2021,03,월세,8,3750,2021-03-01,apt
12725,대구광역시,동구,신서동,2021,03,전세,25,20232,2021-03-01,apt
12726,대구광역시,동구,신서동,2021,04,월세,6,2383,2021-04-01,apt
12727,대구광역시,동구,신서동,2021,04,전세,13,19915,2021-04-01,apt
12728,대구광역시,동구,신서동,2021,05,월세,5,1300,2021-05-01,apt
12729,대구광역시,동구,신서동,2021,05,전세,16,19000,2021-05-01,apt
12730,대구광역시,동구,신서동,2021,06,월세,12,2000,2021-06-01,apt
12731,대구광역시,동구,신서동,2021,06,전세,20,17973,2021-06-01,apt
12732,대구광역시,동구,신서동,2021,07,월세,11,2390,2021-07-01,apt
12733,대구광역시,동구,신서동,2021,07,전세,14,25782,2021-07-01,apt
12734,대구광역시,동구,신암동,2021,01,월세,10,5150,2021-01-01,apt
12735,대구광역시,동구,신암동,2021,01,전세,45,30502,2021-01-01,apt
12736,대구광역시,동구,신암동,2021,02,월세,9,3366,2021-02-01,apt
12737,대구광역시,동구,신암동,2021,02,전세,24,32579,2021-02-01,apt
12738,대구광역시,동구,신암동,2021,03,월세,12,3250,2021-03-01,apt
12739,대구광역시,동구,신암동,2021,03,전세,24,27332,2021-03-01,apt
12740,대구광역시,동구,신암동,2021,04,월세,6,2883,2021-04-01,apt
12741,대구광역시,동구,신암동,2021,04,전세,17,23429,2021-04-01,apt
12742,대구광역시,동구,신암동,2021,05,월세,6,3166,2021-05-01,apt
12743,대구광역시,동구,신암동,2021,05,전세,11,29136,2021-05-01,apt
12744,대구광역시,동구,신암동,2021,06,월세,11,2545,2021-06-01,apt
12745,대구광역시,동구,신암동,2021,06,전세,25,31406,2021-06-01,apt
12746,대구광역시,동구,신암동,2021,07,월세,15,3700,2021-07-01,apt
12747,대구광역시,동구,신암동,2021,07,전세,26,34653,2021-07-01,apt
12748,대구광역시,동구,용계동,2021,01,월세,1,1000,2021-01-01,apt
12749,대구광역시,동구,용계동,2021,01,전세,6,21575,2021-01-01,apt
12750,대구광역시,동구,용계동,2021,02,월세,4,2000,2021-02-01,apt
12751,대구광역시,동구,용계동,2021,02,전세,6,21250,2021-02-01,apt
12752,대구광역시,동구,용계동,2021,03,월세,2,1500,2021-03-01,apt
12753,대구광역시,동구,용계동,2021,03,전세,2,21750,2021-03-01,apt
12754,대구광역시,동구,용계동,2021,04,전세,4,13750,2021-04-01,apt
12755,대구광역시,동구,용계동,2021,05,월세,3,1666,2021-05-01,apt
12756,대구광역시,동구,용계동,2021,06,월세,1,2000,2021-06-01,apt
12757,대구광역시,동구,용계동,2021,06,전세,5,19700,2021-06-01,apt
12758,대구광역시,동구,용계동,2021,07,월세,3,1000,2021-07-01,apt
12759,대구광역시,동구,용계동,2021,07,전세,8,23750,2021-07-01,apt
12760,대구광역시,동구,율암동,2021,01,전세,8,23250,2021-01-01,apt
12761,대구광역시,동구,율암동,2021,02,전세,2,22500,2021-02-01,apt
12762,대구광역시,동구,율암동,2021,03,전세,3,22500,2021-03-01,apt
12763,대구광역시,동구,율암동,2021,06,전세,6,23375,2021-06-01,apt
12764,대구광역시,동구,율암동,2021,07,전세,3,23583,2021-07-01,apt
12765,대구광역시,동구,입석동,2021,01,전세,3,20333,2021-01-01,apt
12766,대구광역시,동구,입석동,2021,03,전세,2,17000,2021-03-01,apt
12767,대구광역시,동구,입석동,2021,05,월세,1,2000,2021-05-01,apt
12768,대구광역시,동구,입석동,2021,07,전세,1,24000,2021-07-01,apt
12769,대구광역시,동구,지묘동,2021,01,월세,5,4300,2021-01-01,apt
12770,대구광역시,동구,지묘동,2021,01,전세,9,15000,2021-01-01,apt
12771,대구광역시,동구,지묘동,2021,02,월세,164,10070,2021-02-01,apt
12772,대구광역시,동구,지묘동,2021,02,전세,11,20727,2021-02-01,apt
12773,대구광역시,동구,지묘동,2021,03,월세,137,9839,2021-03-01,apt
12774,대구광역시,동구,지묘동,2021,03,전세,27,20944,2021-03-01,apt
12775,대구광역시,동구,지묘동,2021,04,월세,47,9663,2021-04-01,apt
12776,대구광역시,동구,지묘동,2021,04,전세,19,22215,2021-04-01,apt
12777,대구광역시,동구,지묘동,2021,05,월세,4,3925,2021-05-01,apt
12778,대구광역시,동구,지묘동,2021,05,전세,18,22833,2021-05-01,apt
12779,대구광역시,동구,지묘동,2021,06,월세,20,5690,2021-06-01,apt
12780,대구광역시,동구,지묘동,2021,06,전세,13,23384,2021-06-01,apt
12781,대구광역시,동구,지묘동,2021,07,월세,5,6860,2021-07-01,apt
12782,대구광역시,동구,지묘동,2021,07,전세,2,26000,2021-07-01,apt
12783,대구광역시,동구,지저동,2021,01,월세,1,500,2021-01-01,apt
12784,대구광역시,동구,지저동,2021,01,전세,6,9000,2021-01-01,apt
12785,대구광역시,동구,지저동,2021,02,월세,2,2000,2021-02-01,apt
12786,대구광역시,동구,지저동,2021,03,월세,2,2500,2021-03-01,apt
12787,대구광역시,동구,지저동,2021,03,전세,1,32000,2021-03-01,apt
12788,대구광역시,동구,지저동,2021,04,전세,2,18800,2021-04-01,apt
12789,대구광역시,동구,지저동,2021,05,전세,5,21100,2021-05-01,apt
12790,대구광역시,동구,지저동,2021,06,월세,1,1000,2021-06-01,apt
12791,대구광역시,동구,지저동,2021,06,전세,4,14250,2021-06-01,apt
12792,대구광역시,동구,지저동,2021,07,월세,2,2000,2021-07-01,apt
12793,대구광역시,동구,지저동,2021,07,전세,1,29000,2021-07-01,apt
12794,대구광역시,동구,효목동,2021,01,월세,3,766,2021-01-01,apt
12795,대구광역시,동구,효목동,2021,01,전세,14,17207,2021-01-01,apt
12796,대구광역시,동구,효목동,2021,02,월세,6,1833,2021-02-01,apt
12797,대구광역시,동구,효목동,2021,02,전세,6,22666,2021-02-01,apt
12798,대구광역시,동구,효목동,2021,03,월세,5,1200,2021-03-01,apt
12799,대구광역시,동구,효목동,2021,03,전세,8,23187,2021-03-01,apt
12800,대구광역시,동구,효목동,2021,04,월세,1,1000,2021-04-01,apt
12801,대구광역시,동구,효목동,2021,04,전세,11,20240,2021-04-01,apt
12802,대구광역시,동구,효목동,2021,05,월세,6,3916,2021-05-01,apt
12803,대구광역시,동구,효목동,2021,05,전세,8,22425,2021-05-01,apt
12804,대구광역시,동구,효목동,2021,06,월세,7,1285,2021-06-01,apt
12805,대구광역시,동구,효목동,2021,06,전세,22,17004,2021-06-01,apt
12806,대구광역시,동구,효목동,2021,07,월세,3,4333,2021-07-01,apt
12807,대구광역시,동구,효목동,2021,07,전세,10,21760,2021-07-01,apt
12808,대구광역시,북구,태전동,2021,01,월세,22,3397,2021-01-01,apt
12809,대구광역시,북구,태전동,2021,01,전세,23,18863,2021-01-01,apt
12810,대구광역시,북구,태전동,2021,02,월세,18,3232,2021-02-01,apt
12811,대구광역시,북구,태전동,2021,02,전세,20,21440,2021-02-01,apt
12812,대구광역시,북구,태전동,2021,03,월세,17,3521,2021-03-01,apt
12813,대구광역시,북구,태전동,2021,03,전세,15,19166,2021-03-01,apt
12814,대구광역시,북구,태전동,2021,04,월세,23,3966,2021-04-01,apt
12815,대구광역시,북구,태전동,2021,04,전세,19,19468,2021-04-01,apt
12816,대구광역시,북구,태전동,2021,05,월세,20,3734,2021-05-01,apt
12817,대구광역시,북구,태전동,2021,05,전세,17,17976,2021-05-01,apt
12818,대구광역시,북구,태전동,2021,06,월세,19,2936,2021-06-01,apt
12819,대구광역시,북구,태전동,2021,06,전세,41,19548,2021-06-01,apt
12820,대구광역시,북구,태전동,2021,07,월세,16,4756,2021-07-01,apt
12821,대구광역시,북구,태전동,2021,07,전세,23,23267,2021-07-01,apt
12822,대구광역시,북구,동천동,2021,01,월세,13,2076,2021-01-01,apt
12823,대구광역시,북구,동천동,2021,01,전세,21,24271,2021-01-01,apt
12824,대구광역시,북구,동천동,2021,02,월세,3,2000,2021-02-01,apt
12825,대구광역시,북구,동천동,2021,02,전세,9,17394,2021-02-01,apt
12826,대구광역시,북구,동천동,2021,03,월세,13,1800,2021-03-01,apt
12827,대구광역시,북구,동천동,2021,03,전세,21,23395,2021-03-01,apt
12828,대구광역시,북구,동천동,2021,04,월세,6,1166,2021-04-01,apt
12829,대구광역시,북구,동천동,2021,04,전세,19,20484,2021-04-01,apt
12830,대구광역시,북구,동천동,2021,05,월세,6,2416,2021-05-01,apt
12831,대구광역시,북구,동천동,2021,05,전세,21,23039,2021-05-01,apt
12832,대구광역시,북구,동천동,2021,06,월세,12,3300,2021-06-01,apt
12833,대구광역시,북구,동천동,2021,06,전세,18,20447,2021-06-01,apt
12834,대구광역시,북구,동천동,2021,07,월세,21,3761,2021-07-01,apt
12835,대구광역시,북구,동천동,2021,07,전세,21,22198,2021-07-01,apt
12836,대구광역시,북구,구암동,2021,01,월세,6,2750,2021-01-01,apt
12837,대구광역시,북구,구암동,2021,01,전세,17,16552,2021-01-01,apt
12838,대구광역시,북구,구암동,2021,02,월세,10,5250,2021-02-01,apt
12839,대구광역시,북구,구암동,2021,02,전세,15,17796,2021-02-01,apt
12840,대구광역시,북구,구암동,2021,03,월세,11,3772,2021-03-01,apt
12841,대구광역시,북구,구암동,2021,03,전세,9,16977,2021-03-01,apt
12842,대구광역시,북구,구암동,2021,04,월세,8,1650,2021-04-01,apt
12843,대구광역시,북구,구암동,2021,04,전세,17,17955,2021-04-01,apt
12844,대구광역시,북구,구암동,2021,05,월세,7,1785,2021-05-01,apt
12845,대구광역시,북구,구암동,2021,05,전세,23,20763,2021-05-01,apt
12846,대구광역시,북구,구암동,2021,06,월세,10,1500,2021-06-01,apt
12847,대구광역시,북구,구암동,2021,06,전세,25,19600,2021-06-01,apt
12848,대구광역시,북구,구암동,2021,07,월세,14,1985,2021-07-01,apt
12849,대구광역시,북구,구암동,2021,07,전세,15,18260,2021-07-01,apt
12850,대구광역시,북구,도남동,2021,07,전세,1,10000,2021-07-01,apt
12851,대구광역시,북구,검단동,2021,01,월세,1,500,2021-01-01,apt
12852,대구광역시,북구,검단동,2021,01,전세,14,8821,2021-01-01,apt
12853,대구광역시,북구,검단동,2021,02,월세,4,625,2021-02-01,apt
12854,대구광역시,북구,검단동,2021,02,전세,4,8175,2021-02-01,apt
12855,대구광역시,북구,검단동,2021,03,월세,2,2350,2021-03-01,apt
12856,대구광역시,북구,검단동,2021,03,전세,6,8750,2021-03-01,apt
12857,대구광역시,북구,검단동,2021,04,월세,2,500,2021-04-01,apt
12858,대구광역시,북구,검단동,2021,04,전세,7,9000,2021-04-01,apt
12859,대구광역시,북구,검단동,2021,05,월세,4,625,2021-05-01,apt
12860,대구광역시,북구,검단동,2021,05,전세,2,9000,2021-05-01,apt
12861,대구광역시,북구,검단동,2021,06,월세,4,450,2021-06-01,apt
12862,대구광역시,북구,검단동,2021,06,전세,4,8250,2021-06-01,apt
12863,대구광역시,북구,검단동,2021,07,월세,7,1357,2021-07-01,apt
12864,대구광역시,북구,검단동,2021,07,전세,9,9277,2021-07-01,apt
12865,대구광역시,북구,고성동2가,2021,06,월세,1,500,2021-06-01,apt
12866,대구광역시,북구,고성동3가,2021,02,전세,1,16000,2021-02-01,apt
